FullName,Winery,WineName,Year,Region,RegionalVariety,VintageRating,VintageRatingCount,VintagePrice,VintageRatingPriceRatio,Age
Château des Rontets Les Birbettes Pouilly-Fuissé 2015,Château des Rontets,Les Birbettes Pouilly-Fuissé,2015,Burgundy,Macônnais White,4.1,52,55,0.074545455,6
Château La Nerthe Clos de Beauvenir Châteauneuf-du-Pape 2015,Château La Nerthe,Clos de Beauvenir Châteauneuf-du-Pape,2015,Southern Rhône,White,4.1,52,85,0.048235294,6
Domaine Zind Humbrecht Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain 2016,Domaine Zind Humbrecht,Riesling Alsace Grand Cru Rangen De Thann Clos Saint Urbain,2016,Alsace,Riesling,4.1,49,68.95,0.059463379,5
Leroy Bourgogne Aligoté 2014,Leroy,Bourgogne Aligoté,2014,Burgundy,White,4.1,49,78,0.052564103,7
Joseph Drouhin Chassagne-Montrachet Premier Cru 'Embazées' 2016,Joseph Drouhin,Chassagne-Montrachet Premier Cru 'Embazées',2016,Burgundy,Côte de Beaune White,4.1,48,76.25,0.053770492,5
Vincent Dauvissat Séchet Chablís Premier Cru 2014,Vincent Dauvissat,Séchet Chablís Premier Cru,2014,Burgundy,Chablis,4.1,48,85,0.048235294,7
Penfolds Reserve Bin A Chardonnay 2013,Penfolds,Reserve Bin A Chardonnay,2013,Australian,Chardonnay,4.1,47,76.67,0.053475936,8
Domaine Georges Vernay Les Chaillées de L'Enfer Condrieu 2007,Domaine Georges Vernay,Les Chaillées de L'Enfer Condrieu,2007,Northern Rhône,Condrieu,4.1,46,63.01,0.065069037,14
Jean-Claude Ramonet Saint-Aubin Premier Cru 'En Remilly' 2015,Jean-Claude Ramonet,Saint-Aubin Premier Cru 'En Remilly',2015,Burgundy,Côte de Beaune White,4.1,46,69.95,0.058613295,6
Domaine William Fèvre Chablis Grand Cru 'Les Preuses' 2015,Domaine William Fèvre,Chablis Grand Cru 'Les Preuses',2015,Burgundy,Chablis,4.1,45,70.3,0.058321479,6
Louis Latour Chassagne-Montrachet Premier Cru 2014,Louis Latour,Chassagne-Montrachet Premier Cru,2014,Burgundy,Côte de Beaune White,4.1,44,58.79,0.069739752,7
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2000,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2000,Bordeaux,White,4.1,44,61.75,0.066396761,21
Abbatucci Général de la Révolution (Cuvée Collection) 2012,Abbatucci,Général de la Révolution (Cuvée Collection),2012,,,4.1,43,61.67,0.066482893,9
Sandhi Sanford & Benedict Chardonnay 2012,Sandhi,Sanford & Benedict Chardonnay,2012,Californian,Chardonnay,4.1,42,65,0.063076923,9
Chacra Chardonnay 2018,Chacra,Chardonnay,2018,Argentinian,Chardonnay,4.1,41,65.95,0.062168309,3
Billaud-Simon Chablis Grand Cru 'Preuses' 2015,Billaud-Simon,Chablis Grand Cru 'Preuses',2015,Burgundy,Chablis,4.1,41,63.33,0.064740249,6
Château de La Maltroye Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche' 2015,Château de La Maltroye,Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche',2015,Burgundy,Côte de Beaune White,4.1,40,59.17,0.069291871,6
Louis Latour Meursault-Genevrières Premier Cru 2013,Louis Latour,Meursault-Genevrières Premier Cru,2013,Burgundy,Côte de Beaune White,4.1,39,68.33,0.060002927,8
Paul Jaboulet Aîné Hermitage Le Chevalier de Sterimberg 2016,Paul Jaboulet Aîné,Hermitage Le Chevalier de Sterimberg,2016,Northern Rhône,White,4.1,39,51.67,0.079349719,5
François Chidaine Clos Baudoin Vouvray 2015,François Chidaine,Clos Baudoin Vouvray,2015,Loire,Chenin Blanc,4.1,38,31.505,0.130138073,6
Fontaine-Gagnard Chassagne-Montrachet 1er Cru 'Les Vergers' 2012,Fontaine-Gagnard,Chassagne-Montrachet 1er Cru 'Les Vergers',2012,Burgundy,Côte de Beaune White,4.1,38,63.08,0.064996829,9
Zidarich Vitovska Collection 2009,Zidarich,Vitovska Collection,2009,Northern Italy,White,4.1,38,67.13,0.061075525,12
Marc Sorrel Les Rocoules Hermitage Blanc 2011,Marc Sorrel,Les Rocoules Hermitage Blanc,2011,Northern Rhône,White,4.1,38,85,0.048235294,10
Penfolds Reserve Bin A Chardonnay 2018,Penfolds,Reserve Bin A Chardonnay,2018,Australian,Chardonnay,4.1,37,65,0.063076923,3
Chandon de Briailles Corton Grand Cru Blanc 2014,Chandon de Briailles,Corton Grand Cru Blanc,2014,Burgundy,Côte de Beaune White,4.1,37,97.42,0.042085814,7
Bruno Colin Chassagne-Montrachet Premier Cru 'La Maltroie' Blanc 2009,Bruno Colin,Chassagne-Montrachet Premier Cru 'La Maltroie' Blanc,2009,Burgundy,Côte de Beaune White,4.1,37,51.2,0.080078125,12
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2001,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2001,Bordeaux,White,4.1,37,80,0.05125,20
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2017,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2017,Bordeaux,White,4.1,37,82,0.05,4
Eisele Vineyard Sauvignon Blanc 2015,Eisele Vineyard,Sauvignon Blanc,2015,Californian,Sauvignon Blanc,4.1,36,65,0.063076923,6
La Pousse d'Or Puligny-Montrachet 1er Cru 'Le Cailleret' 2014,La Pousse d'Or,Puligny-Montrachet 1er Cru 'Le Cailleret',2014,Burgundy,Côte de Beaune White,4.1,36,66.37,0.061774898,7
Veyder-Malberg Hochrain Grüner Veltliner 2016,Veyder-Malberg,Hochrain Grüner Veltliner,2016,Austrian,Grüner Veltliner,4.1,36,50.3,0.081510934,5
Domaine Jean Dauvissat Chablis 1er Cru 'Vaillons' 2010,Domaine Jean Dauvissat,Chablis 1er Cru 'Vaillons',2010,Burgundy,Chablis,4.1,35,95.78,0.042806431,11
Roagna Solea Langhe 2015,Roagna,Solea Langhe,2015,Northern Italy,White,4.1,35,84.02,0.048797905,6
Schätzel Pettenthal Riesling 2015,Schätzel,Pettenthal Riesling,2015,German,Riesling,4.1,35,57.99,0.070701845,6
Marc Colin Chassagne-Montrachet 1er Cru Les Champs Gain 2009,Marc Colin,Chassagne-Montrachet 1er Cru Les Champs Gain,2009,Burgundy,Côte de Beaune White,4.1,35,88.22,0.046474722,12
Louis Latour Chassagne-Montrachet Blanc 2016,Louis Latour,Chassagne-Montrachet Blanc,2016,Burgundy,Côte de Beaune White,4.1,35,55,0.074545455,5
Domaine Vignes du Maynes Pouilly-Fuissé 2014,Domaine Vignes du Maynes,Pouilly-Fuissé,2014,Burgundy,Macônnais White,4.1,34,27.305,0.150155649,7
Heitz-Lochardet Chassagne Montrachet 1er Cru - La Maltroye 2016,Heitz-Lochardet,Chassagne Montrachet 1er Cru - La Maltroye,2016,Burgundy,Côte de Beaune White,4.1,33,71.99,0.056952354,5
Domaine Zind Humbrecht Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain 2011,Domaine Zind Humbrecht,Pinot Gris Alsace Grand Cru Rangen de Thann Clos Saint Urbain,2011,Alsace,Pinot Gris,4.1,33,73.05,0.056125941,10
Domaine William Fèvre Chablis Grand Cru Vaudésir 2012,Domaine William Fèvre,Chablis Grand Cru Vaudésir,2012,Burgundy,Chablis,4.1,33,60.28,0.068015926,9
Jean Noël Gagnard Chassagne-Montrachet 1er Cru 'Les Caillerets' Blanc 2009,Jean Noël Gagnard,Chassagne-Montrachet 1er Cru 'Les Caillerets' Blanc,2009,Burgundy,Côte de Beaune White,4.1,33,95,0.043157895,12
Markus Molitor Wehlener Sonnenuhr Riesling Auslese 2016,Markus Molitor,Wehlener Sonnenuhr Riesling Auslese,2016,German,Riesling,4.1,33,78.33,0.052342653,5
Daniel-Etienne Defaix Chablis Grand Cru 'Les Grenouilles' 2006,Daniel-Etienne Defaix,Chablis Grand Cru 'Les Grenouilles',2006,Burgundy,Chablis,4.1,32,66.67,0.061496925,15
Trimbach Riesling Alsace Grand Cru 'Geisberg' 2011,Trimbach,Riesling Alsace Grand Cru 'Geisberg',2011,Alsace,Riesling,4.1,32,53.35,0.076850984,10
Gourt de Mautens Vaucluse Blanc 2012,Gourt de Mautens,Vaucluse Blanc,2012,Southern Rhône,White,4.1,32,52,0.078846154,9
Gustave Lorentz Addict 1.23 Altenberg de Bergheim 2010,Gustave Lorentz,Addict 1.23 Altenberg de Bergheim,2010,Alsace,Riesling,4.1,32,71.42,0.057406889,11
Hubert Lamy Les Tremblots Vieilles Vignes Puligny-Montrachet 2016,Hubert Lamy,Les Tremblots Vieilles Vignes Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4.1,31,52.5,0.078095238,5
Philippe Pacalet Chablis Premier Cru Beauroy 2012,Philippe Pacalet,Chablis Premier Cru Beauroy,2012,Burgundy,Chablis,4.1,30,52.76,0.077710387,9
Dr. Loosen Riesling Auslese Wehlener Sonnenuhr 2013,Dr. Loosen,Riesling Auslese Wehlener Sonnenuhr,2013,German,Riesling,4.1,30,83.08,0.049350024,8
Château Pape Clément Clémentin de Pape Clément Pessac-Léognan Blanc 2011,Château Pape Clément,Clémentin de Pape Clément Pessac-Léognan Blanc,2011,Bordeaux,White,4.1,30,91.5,0.044808743,10
Château de La Maltroye Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche' 2013,Château de La Maltroye,Chassagne-Montrachet 1er Cru Morgeot 'Vigne Blanche',2013,Burgundy,Côte de Beaune White,4.1,30,55.83,0.07343722,8
Jean-Claude Ramonet Puligny-Montrachet 2014,Jean-Claude Ramonet,Puligny-Montrachet,2014,Burgundy,Côte de Beaune White,4.1,29,98.68,0.041548439,7
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1998,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),1998,Bordeaux,White,4.1,25,84.28,0.048647366,23
Jean François Ganevat Les Chalasses Vieilles Vignes 2014,Jean François Ganevat,Les Chalasses Vieilles Vignes,2014,Jura,White,4.1,29,63.01,0.065069037,7
Domaine Ponsot Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes 2013,Domaine Ponsot,Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes,2013,Burgundy,White,4.1,29,92.68,0.044238239,8
Joseph Drouhin Drouhin - Vaudon Chablis Grand Cru 'Les Clos' 2013,Joseph Drouhin,Drouhin - Vaudon Chablis Grand Cru 'Les Clos',2013,Burgundy,Chablis,4.1,29,56.63,0.072399788,8
Rémi Jobard Meursault 1er Cru 'Le Poruzot-Dessus' 2014,Rémi Jobard,Meursault 1er Cru 'Le Poruzot-Dessus',2014,Burgundy,Côte de Beaune White,4.1,28,85,0.048235294,7
Kumeu River Coddington Chardonnay 2010,Kumeu River,Coddington Chardonnay,2010,New Zealand,Chardonnay,4.1,28,28.5,0.143859649,11
François Mikulski Meursault 1er Cru 'Charmes' 2014,François Mikulski,Meursault 1er Cru 'Charmes',2014,Burgundy,Côte de Beaune White,4.1,28,76.88,0.053329865,7
Domaine de Saint Pierre Vin Jaune Arbois 2008,Domaine de Saint Pierre,Vin Jaune Arbois,2008,Jura,Vin Jaune,4.1,27,56,0.073214286,13
Vincent Dauvissat Séchet Chablís Premier Cru 2015,Vincent Dauvissat,Séchet Chablís Premier Cru,2015,Burgundy,Chablis,4.1,27,63.01,0.065069037,6
Château Fuissé Collection Privée Pouilly-Fuissé 2001,Château Fuissé,Collection Privée Pouilly-Fuissé,2001,Burgundy,Macônnais White,4.1,27,76.67,0.053475936,20
Matrot Les Chalumeaux Puligny-Montrachet 1er Cru 2010,Matrot,Les Chalumeaux Puligny-Montrachet 1er Cru,2010,Burgundy,Côte de Beaune White,4.1,26,52,0.078846154,11
Buisson-Charles Meursault Premier Cru 'Goutte d'Or' 2013,Buisson-Charles,Meursault Premier Cru 'Goutte d'Or',2013,Burgundy,Côte de Beaune White,4.1,26,74.68,0.054900911,8
Domaine du Pavillon Meursault Premier Cru 'Les Charmes' 2017,Domaine du Pavillon,Meursault Premier Cru 'Les Charmes',2017,Burgundy,Côte de Beaune White,4.1,26,69.39,0.059086324,4
Domaine Marc Morey & Fils Puligny-Montrachet 1er Cru 'Les Referts' 2007,Domaine Marc Morey & Fils,Puligny-Montrachet 1er Cru 'Les Referts',2007,Burgundy,Côte de Beaune White,4.1,25,60,0.068333333,14
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Folatières' 2013,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Folatières',2013,Burgundy,Côte de Beaune White,4.1,29,74.78,0.054827494,8
Château Lynch-Bages Blanc de Lynch-Bages N.V.,Château Lynch-Bages,Blanc de Lynch-Bages,N.V.,Bordeaux,White,4,2089,69.95,0.057183703,#VALUE!
Henri Bourgeois Sancerre Les Baronnes Blanc 2016,Henri Bourgeois,Sancerre Les Baronnes Blanc,2016,Upper Loire Valley,White,4,805,25.35,0.157790927,5
Patz & Hall Dutton Ranch Chardonnay 2015,Patz & Hall,Dutton Ranch Chardonnay,2015,Californian,Chardonnay,4,308,58.99,0.067808103,6
Didier Dagueneau (Louis-Benjamin Dagueneau) Blanc Fumé de Pouilly 2008,Didier Dagueneau (Louis-Benjamin Dagueneau),Blanc Fumé de Pouilly,2008,Upper Loire Valley,White,4,237,54.61,0.073246658,13
Leroy Bourgogne Blanc 2014,Leroy,Bourgogne Blanc,2014,Burgundy,White,4,231,58.39,0.068504881,7
Venus la Universal Dido Macabeu - Garnatxa - Cartoixa 2015,Venus la Universal,Dido Macabeu - Garnatxa - Cartoixa,2015,,,4,213,56.63,0.07063394,6
Tenuta di Corte Giacobbe Vigneto Runcata Soave Superiore 2015,Tenuta di Corte Giacobbe,Vigneto Runcata Soave Superiore,2015,Italian,Soave,4,212,35,0.114285714,6
Jacques Carillon Puligny-Montrachet 2013,Jacques Carillon,Puligny-Montrachet,2013,Burgundy,Côte de Beaune White,4,211,42.01,0.095215425,8
Tramin Pepi Sauvignon 2017,Tramin,Pepi Sauvignon,2017,Northern Italy,White,4,209,26.18,0.152788388,4
Jacques Carillon Puligny-Montrachet 2014,Jacques Carillon,Puligny-Montrachet,2014,Burgundy,Côte de Beaune White,4,207,55,0.072727273,7
Château Mouton Rothschild Aile d'Argent Blanc Bordeaux 2009,Château Mouton Rothschild,Aile d'Argent Blanc Bordeaux,2009,Bordeaux,White,4,193,79.97,0.050018757,12
Domaine Leflaive Bourgogne Blanc 2013,Domaine Leflaive,Bourgogne Blanc,2013,Burgundy,White,4,179,50.98,0.078462142,8
Vassaltis Assyrtiko 2015,Vassaltis,Assyrtiko,2015,Greek Santorini,White,4,174,32.5,0.123076923,6
Vincent Dauvissat Chablís 2015,Vincent Dauvissat,Chablís,2015,Burgundy,Chablis,4,157,60.49,0.066126633,6
Dominio del Aguila Albillo Vinas Viejas 2015,Dominio del Aguila,Albillo Vinas Viejas,2015,,,4,157,58.73,0.068108292,6
Cos d'Estournel Cos d'Estournel Blanc 2013,Cos d'Estournel,Cos d'Estournel Blanc,2013,Bordeaux,White,4,152,77.5,0.051612903,8
Gran Moraine Chardonnay 2015,Gran Moraine,Chardonnay,2015,Oregon,Chardonnay,4,138,54.8,0.072992701,6
Château Lynch-Bages Blanc de Lynch-Bages 2009,Château Lynch-Bages,Blanc de Lynch-Bages,2009,Bordeaux,White,4,133,55,0.072727273,12
Terroir Al Límit Soc. Lda Pedra de Guix 2014,Terroir Al Límit Soc. Lda,Pedra de Guix,2014,,,4,133,49.675,0.080523402,7
Samuel Billaud Chablis 1er Cru 'Montee de Tonnerre' (Les Grands Terroirs) 2014,Samuel Billaud,Chablis 1er Cru 'Montee de Tonnerre' (Les Grands Terroirs),2014,Burgundy,Chablis,4,133,54.1,0.073937153,7
Jean François Ganevat Les Grands Teppes Vieilles Vignes 2012,Jean François Ganevat,Les Grands Teppes Vieilles Vignes,2012,Jura,White,4,129,93.26,0.042890843,9
Niepoort Dócil Au-Au Branco 2012,Niepoort,Dócil Au-Au Branco,2012,Northern Portugal,White,4,115,73.62,0.054333062,9
La Spinetta Limited Edition Langhe Bianco 2013,La Spinetta,Limited Edition Langhe Bianco,2013,Northern Italy,White,4,106,50.16,0.079744817,8
Peter Jakob Kühn Doosberg Riesling Trocken 2015,Peter Jakob Kühn,Doosberg Riesling Trocken,2015,German,Riesling,4,100,66.6,0.06006006,6
Jean-Marc Brocard Chablis Premier Cru 'Montmains' 2015,Jean-Marc Brocard,Chablis Premier Cru 'Montmains',2015,Burgundy,Chablis,4,97,28.975,0.138050043,6
Nicolas Joly Clos de la Coulée de Serrant 2001,Nicolas Joly,Clos de la Coulée de Serrant,2001,Loire,Chenin Blanc,4,97,99.81,0.040076145,20
Domaine de Trévallon Alpilles Blanc 2014,Domaine de Trévallon,Alpilles Blanc,2014,,,4,89,58.81,0.068015644,7
Leroy Bourgogne Blanc 2016,Leroy,Bourgogne Blanc,2016,Burgundy,White,4,72,69.99,0.057151022,5
Louis Latour Meursault-Blagny Premier Cru Château de Blagny 2014,Louis Latour,Meursault-Blagny Premier Cru Château de Blagny,2014,Burgundy,Côte de Beaune White,4,70,55.83,0.071646068,7
Capannelle Chardonnay Toscana 2013,Capannelle,Chardonnay Toscana,2013,Central Italy,White,4,70,72.76,0.054975261,8
Domaine de Chevalier Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2013,Domaine de Chevalier,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2013,Bordeaux,White,4,69,81.08,0.049333991,8
Domaine Henri Boillot Puligny-Montrachet 2015,Domaine Henri Boillot,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4,69,75,0.053333333,6
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Dry GG 2012,Dr. Loosen,Wehlener Sonnenuhr Alte Reben Riesling Dry GG,2012,German,Riesling,4,63,52.68,0.075930144,9
Georg Breuer Berg Rottland Riesling 2016,Georg Breuer,Berg Rottland Riesling,2016,German,Riesling,4,63,51.41,0.077805874,5
Pierre Morey Les Tessons Meursault 2009,Pierre Morey,Les Tessons Meursault,2009,Burgundy,Côte de Beaune White,4,62,72.68,0.055035773,12
Penfolds Reserve Bin A Chardonnay 2015,Penfolds,Reserve Bin A Chardonnay,2015,Australian,Chardonnay,4,61,65,0.061538462,6
Domaine Henri Boillot Puligny-Montrachet 2016,Domaine Henri Boillot,Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4,60,52.68,0.075930144,5
Domaine de l'Arlot Nuits-Saint-Georges Premier Cru Clos de L'Arlot Blanc 2011,Domaine de l'Arlot,Nuits-Saint-Georges Premier Cru Clos de L'Arlot Blanc,2011,Burgundy,White,4,60,68,0.058823529,10
Bénédicte et Stéphane Tissot La Mailloche 2011,Bénédicte et Stéphane Tissot,La Mailloche,2011,Jura,White,4,59,62.17,0.064339714,10
Louis Latour Corton-Charlemagne Grand Cru 1999,Louis Latour,Corton-Charlemagne Grand Cru,1999,Burgundy,Côte de Beaune White,4,58,97.99,0.040820492,22
Jean-Philippe Fichet Meursault 2013,Jean-Philippe Fichet,Meursault,2013,Burgundy,Côte de Beaune White,4,58,64.99,0.06154793,8
Domaine Zind Humbrecht Pinot Gris Alsace Clos Windsbuhl 2006,Domaine Zind Humbrecht,Pinot Gris Alsace Clos Windsbuhl,2006,Alsace,Pinot Gris,4,56,55.33,0.072293512,15
Simonnet-Febvre Les Clos Chablis Grand Cru 2009,Simonnet-Febvre,Les Clos Chablis Grand Cru,2009,Burgundy,Chablis,4,54,58.33,0.068575347,12
Pierre Morey Meursault 2015,Pierre Morey,Meursault,2015,Burgundy,Côte de Beaune White,4,54,65.88,0.060716454,6
Marc Kreydenweiss Kastelberg Grand Cru 2014,Marc Kreydenweiss,Kastelberg Grand Cru,2014,Alsace,Riesling,4,53,55.41,0.072189136,7
Leroy Montagny 1er Cru 2014,Leroy,Montagny 1er Cru,2014,Burgundy,Côte Chalonnaise White,4,52,68.01,0.05881488,7
Marcel Deiss Mambourg Grand Cru 2014,Marcel Deiss,Mambourg Grand Cru,2014,,,4,52,54.61,0.073246658,7
Pierre Morey Meursault 2014,Pierre Morey,Meursault,2014,Burgundy,Côte de Beaune White,4,51,67,0.059701493,7
Clos Sainte Magdeleine Bel-Arme Cassis 2016,Clos Sainte Magdeleine,Bel-Arme Cassis,2016,,,4,50,65,0.061538462,5
St. Pauls Sanctissimus 2013,St. Pauls,Sanctissimus,2013,Northern Italy,Pinot Blanc,4,49,63.01,0.063481987,8
Billaud-Simon Chablis Grand Cru 'Preuses' 2013,Billaud-Simon,Chablis Grand Cru 'Preuses',2013,Burgundy,Chablis,4,48,58.33,0.068575347,8
Chanson Puligny-Montrachet 2013,Chanson,Puligny-Montrachet,2013,Burgundy,Côte de Beaune White,4,48,60.63,0.06597394,8
Pieropan La Rocca Soave Classico 2006,Pieropan,La Rocca Soave Classico,2006,Italian,Soave,4,47,32,0.125,15
Clos des Papes (Paul Avril) Châteauneuf-du-Pape Blanc 2010,Clos des Papes (Paul Avril),Châteauneuf-du-Pape Blanc,2010,Southern Rhône,White,4,47,65.53,0.061040745,11
Errazuriz Las Pizarras Chardonnay 2017,Errazuriz,Las Pizarras Chardonnay,2017,Chilean,Chardonnay,4,46,61.99,0.064526537,4
Marcel Deiss Mambourg Grand Cru 2009,Marcel Deiss,Mambourg Grand Cru,2009,,,4,45,61.67,0.064861359,12
Louis Latour Meursault Blanc 2015,Louis Latour,Meursault Blanc,2015,Burgundy,Côte de Beaune White,4,45,54.17,0.07384161,6
Domaine Long Depaquit Chablis Grand Cru 'Les Clos' 2015,Domaine Long Depaquit,Chablis Grand Cru 'Les Clos',2015,Burgundy,Chablis,4,43,55,0.072727273,6
Joh. Jos. Prüm Bernkasteler Badstube Riesling Auslese 2011,Joh. Jos. Prüm,Bernkasteler Badstube Riesling Auslese,2011,German,Riesling,4,41,59.95,0.066722269,10
Domaine Zind Humbrecht Gewürztraminer Alsace Grand Cru Goldert 2013,Domaine Zind Humbrecht,Gewürztraminer Alsace Grand Cru Goldert,2013,Alsace,Gewürztraminer,4,41,53.65,0.074557316,8
Matrot Meursault 1er Cru 'Charmes' 2013,Matrot,Meursault 1er Cru 'Charmes',2013,Burgundy,Côte de Beaune White,4,41,69.95,0.057183703,8
Domaine William Fèvre Chablis Grand Cru Bougros 2017,Domaine William Fèvre,Chablis Grand Cru Bougros,2017,Burgundy,Chablis,4,39,52.68,0.075930144,4
Jean Marc Pillot Puligny-Montrachet Les Noyers Bret 2015,Jean Marc Pillot,Puligny-Montrachet Les Noyers Bret,2015,Burgundy,Côte de Beaune White,4,36,52.99,0.075485941,6
Vincent Dauvissat Séchet Chablís Premier Cru 2012,Vincent Dauvissat,Séchet Chablís Premier Cru,2012,Burgundy,Chablis,4,34,70.58,0.056673279,9
Château Smith Haut-Lafitte Pessac-Léognan Blanc 2003,Château Smith Haut-Lafitte,Pessac-Léognan Blanc,2003,Bordeaux,White,4,33,77.68,0.051493306,18
Domaine des Roches Neuves Clos Romans 2016,Domaine des Roches Neuves,Clos Romans,2016,Loire,Chenin Blanc,4,33,55,0.072727273,5
Abbatucci Diplomate d'Empire (Cuvée Collection Il Cavaliere) 2015,Abbatucci,Diplomate d'Empire (Cuvée Collection Il Cavaliere),2015,,,4,31,55,0.072727273,6
Bouchard Père & Fils Beaune 1er Cru 'Clos Saint-Landry' (Monopole) Blanc 2016,Bouchard Père & Fils,Beaune 1er Cru 'Clos Saint-Landry' (Monopole) Blanc,2016,Burgundy,Côte de Beaune White,4,31,55.4,0.072202166,5
Gauby Coume Gineste Côtes Catalanes 2012,Gauby,Coume Gineste Côtes Catalanes,2012,Languedoc-Roussillon,White,4,31,60.49,0.066126633,9
Marcel Deiss Riesling Alsace Grand Cru 'Altenberg de Bergheim' 2015,Marcel Deiss,Riesling Alsace Grand Cru 'Altenberg de Bergheim',2015,Alsace,Riesling,4,30,57.97,0.069001208,6
Domaine Laroche Chablis Grand Cru 'Les Clos' 2008,Domaine Laroche,Chablis Grand Cru 'Les Clos',2008,Burgundy,Chablis,4,30,79.59,0.05025757,13
François Mikulski Meursault 'Meix Chavaux' 2015,François Mikulski,Meursault 'Meix Chavaux',2015,Burgundy,Côte de Beaune White,4,30,52.34,0.076423386,6
Monteverro Chardonnay Toscana 2016,Monteverro,Chardonnay Toscana,2016,Central Italy,White,4,30,65.53,0.061040745,5
Domaine des Lambrays Puligny-Montrachet Premier Cru Les Folatières 2010,Domaine des Lambrays,Puligny-Montrachet Premier Cru Les Folatières,2010,Burgundy,Côte de Beaune White,4,29,79.82,0.050112754,11
Domaine des Lambrays Puligny-Montrachet Premier Cru Clos du Cailleret 2009,Domaine des Lambrays,Puligny-Montrachet Premier Cru Clos du Cailleret,2009,Burgundy,Côte de Beaune White,4,28,84.02,0.047607712,12
Kabaj Amfora 2007,Kabaj,Amfora,2007,,,4,28,66.64,0.06002401,14
Penfolds Reserve Bin A Chardonnay 2014,Penfolds,Reserve Bin A Chardonnay,2014,Australian,Chardonnay,4,28,76.67,0.052171645,7
Philippe Pacalet Meursault 2014,Philippe Pacalet,Meursault,2014,Burgundy,Côte de Beaune White,4,27,71.42,0.056006721,7
Weingut Bründlmayer Riesling Reserve Zöbinger Heiligenstein Lyra 2014,Weingut Bründlmayer,Riesling Reserve Zöbinger Heiligenstein Lyra,2014,Austrian,Riesling,4,27,55.18,0.072490033,7
Cascina Degli Ulivi Filagnotti Bianco 2006,Cascina Degli Ulivi,Filagnotti Bianco,2006,Northern Italy,White,4,26,85.26,0.046915318,15
Clos des Papes (Paul Avril) Châteauneuf-du-Pape Blanc 2017,Clos des Papes (Paul Avril),Châteauneuf-du-Pape Blanc,2017,Southern Rhône,White,4,26,52.43,0.076292199,4
Olivier Leflaive Puligny-Montrachet Enseignères 2016,Olivier Leflaive,Puligny-Montrachet Enseignères,2016,Burgundy,Côte de Beaune White,4,25,75.5,0.052980132,5
André Perret Condrieu Chery 2017,André Perret,Condrieu Chery,2017,Northern Rhône,Condrieu,4.5,45,49.9,0.090180361,4
Shaw + Smith Lenswood Vineyard Chardonnay 2016,Shaw + Smith,Lenswood Vineyard Chardonnay,2016,Australian,Chardonnay,4.4,25,46.75,0.094117647,5
Rafael Palacios As Sortes Val do Bibei Godello 2017,Rafael Palacios,As Sortes Val do Bibei Godello,2017,,,4.4,371,45,0.097777778,4
Viña Cobos Bramare Marchiori Vineyard Chardonnay 2017,Viña Cobos,Bramare Marchiori Vineyard Chardonnay,2017,Argentinian,Chardonnay,4.4,245,34.95,0.125894134,4
Livon Braide Alte 2016,Livon,Braide Alte,2016,Northern Italy,White,4.4,242,38.87,0.113197839,5
Ken Forrester The FMC Chenin Blanc 2018,Ken Forrester,The FMC Chenin Blanc,2018,South African,Chenin Blanc,4.4,185,33.99,0.129449838,3
Paul Cluver Seven Flags Chardonnay 2016,Paul Cluver,Seven Flags Chardonnay,2016,South African,Chardonnay,4.4,105,43.99,0.100022732,5
Chavy-Chouet Les Enseignères Puligny-Montrachet 2017,Chavy-Chouet,Les Enseignères Puligny-Montrachet,2017,Burgundy,Côte de Beaune White,4.4,101,43.2,0.101851852,4
Santa Maria La Nave Millesulmare Sicilia Bianco 2014,Santa Maria La Nave,Millesulmare Sicilia Bianco,2014,Southern Italy,White,4.4,72,39.66,0.110943016,7
Paul Cluver Seven Flags Chardonnay 2017,Paul Cluver,Seven Flags Chardonnay,2017,South African,Chardonnay,4.4,55,44.99,0.097799511,4
Mayacamas Chardonnay 2017,Mayacamas,Chardonnay,2017,Napa Valley,Chardonnay,4.4,47,49.5,0.088888889,4
