FullName,Winery,WineName,Year,Region,RegionalVariety,WineRating,WineRatingCount,WinePrice,WineRatingPriceRatio
Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' Blanc 2015,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc,2015,Burgundy,Côte de Beaune White,4.3,1877,100.82,0.042650268
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2008,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.5,879,348,0.012931034
Domaine Leflaive Bâtard-Montrachet Grand Cru 2012,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.5,2064,482.98,0.009317156
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2002,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',2002,Burgundy,Chablis,4.4,2055,336,0.013095238
M. Chapoutier Ermitage de l'Orée 2007,M. Chapoutier,Ermitage de l'Orée,2007,Northern Rhône,White,4.3,1167,242.86,0.017705674
Domaine Coche-Dury Meursault Blanc 2014,Domaine Coche-Dury,Meursault Blanc,2014,Burgundy,Côte de Beaune White,4.5,2392,554.52,0.008115127
Keller Abts Erde Riesling 2011,Keller,Abts Erde Riesling,2011,German,Riesling,4.5,497,280,0.016071429
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2015,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',2015,Burgundy,Chablis,4.4,2055,200.64,0.021929825
Fontaine-Gagnard Bâtard-Montrachet Grand Cru 2009,Fontaine-Gagnard,Bâtard-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.5,504,201.88,0.02229047
Olivier Leflaive Bâtard-Montrachet Grand Cru 2009,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.5,796,350,0.012857143
Sine Qua Non In The Abstract 2012,Sine Qua Non,In The Abstract,2012,Californian,White Blend,4.5,65,272,0.016544118
Raveneau Chablis Premier Cru 'Butteaux' 2005,Raveneau,Chablis Premier Cru 'Butteaux',2005,Burgundy,Chablis,4.4,1607,221.81,0.019836797
Olivier Leflaive Bâtard-Montrachet Grand Cru 2008,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.5,796,260,0.017307692
Olivier Leflaive Bâtard-Montrachet Grand Cru 2014,Olivier Leflaive,Bâtard-Montrachet Grand Cru,2014,Burgundy,Côte de Beaune White,4.5,796,528,0.008522727
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2004,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,2004,Burgundy,Côte de Beaune White,4.4,978,231.67,0.018992532
Domaine Coche-Dury Meursault Blanc 2002,Domaine Coche-Dury,Meursault Blanc,2002,Burgundy,Côte de Beaune White,4.5,2392,502.43,0.008956472
Aubert Chardonnay CIX 2013,Aubert,Chardonnay CIX,2013,Californian,Chardonnay,4.6,232,236,0.019491525
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2010,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,2010,Burgundy,Côte de Beaune White,4.6,1191,538.8,0.008537491
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2015,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,2015,Burgundy,Côte de Beaune White,4.4,1836,201.64,0.021821067
Domaine des Comtes Lafon Meursault 2012,Domaine des Comtes Lafon,Meursault,2012,Burgundy,Côte de Beaune White,4.3,1463,120,0.035833333
Marcassin Marcassin Vineyard Chardonnay 2006,Marcassin,Marcassin Vineyard Chardonnay,2006,Californian,Chardonnay,4.6,884,510,0.009019608
Arnaud Ente Meursault 2007,Arnaud Ente,Meursault,2007,Burgundy,Côte de Beaune White,4.4,590,403.29,0.010910263
Domaine Coche-Dury Meursault Blanc 2016,Domaine Coche-Dury,Meursault Blanc,2016,Burgundy,Côte de Beaune White,4.5,2392,368.84,0.012200412
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2009,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2009,Burgundy,Côte de Beaune White,4.5,879,366,0.012295082
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2009,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2009,German,Riesling,4.5,887,234.41,0.019197133
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2008,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2008,Burgundy,Côte de Beaune White,4.6,572,705.75,0.006517889
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2010,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.5,879,450,0.01
Sine Qua Non The Hoodoo Man 2006,Sine Qua Non,The Hoodoo Man,2006,Californian,White Blend,4.4,59,288.7,0.015240734
Domaine de La Romanée-Conti Montrachet Grand Cru 2006,Domaine de La Romanée-Conti,Montrachet Grand Cru,2006,Burgundy,Côte de Beaune White,4.7,1348,7538,0.000623508
Domaine Coche-Dury Puligny-Montrachet Les Enseignères 2005,Domaine Coche-Dury,Puligny-Montrachet Les Enseignères,2005,Burgundy,Côte de Beaune White,4.6,572,756.17,0.006083288
Aubert Chardonnay Lauren 2014,Aubert,Chardonnay Lauren,2014,Californian,Chardonnay,4.5,293,234,0.019230769
Domaine Roulot Tessons Clos de Mon Plaisir Meursault 2013,Domaine Roulot,Tessons Clos de Mon Plaisir Meursault,2013,Burgundy,Côte de Beaune White,4.3,503,211.73,0.020308884
Faiveley Corton-Charlemagne Grand Cru 2015,Faiveley,Corton-Charlemagne Grand Cru,2015,Burgundy,Côte de Beaune White,4.4,573,203.33,0.021639699
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2017,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2017,German,Riesling,4.5,887,599.19,0.007510139
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2003,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,2003,Burgundy,Côte de Beaune White,4.6,1191,310.87,0.014797182
Etienne Sauzet Bâtard-Montrachet Grand Cru 2012,Etienne Sauzet,Bâtard-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.4,521,404.68,0.010872788
Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2011,Faiveley,Bienvenues-Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.4,216,256.67,0.017142635
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2004,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2004,Bordeaux,White,4.5,820,655.34,0.006866665
Bouchard Père & Fils Montrachet Grand Cru Blanc 2004,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2004,Burgundy,Côte de Beaune White,4.5,586,443.33,0.010150452
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2005,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,2005,Burgundy,Côte de Beaune White,4.4,978,251.67,0.017483212
Domaine Coche-Dury Meursault Les Chevalieres 2008,Domaine Coche-Dury,Meursault Les Chevalieres,2008,Burgundy,Côte de Beaune White,4.5,199,1038.47,0.004333298
Leroy Puligny-Montrachet Premier Cru Sous le Puits 2011,Leroy,Puligny-Montrachet Premier Cru Sous le Puits,2011,Burgundy,Côte de Beaune White,4.5,104,550,0.008181818
Etienne Sauzet Bâtard-Montrachet Grand Cru 2011,Etienne Sauzet,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.4,521,483.95,0.009091848
Allende Martires Rioja 2012,Allende,Martires Rioja,2012,Spanish,Rioja White,4.4,297,125.85,0.034962257
Raveneau Chablis Grand Cru 'Valmur' 2015,Raveneau,Chablis Grand Cru 'Valmur',2015,Burgundy,Chablis,4.5,985,252.06,0.017852892
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 1996,Joseph Drouhin,Montrachet Grand Cru Marquis de Laguiche,1996,Burgundy,Côte de Beaune White,4.6,1191,703.655,0.006537295
Château Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2011,Château Haut-Brion,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2011,Bordeaux,White,4.5,820,751.12,0.005991053
Bouchard Père & Fils Montrachet Grand Cru Blanc 2002,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2002,Burgundy,Côte de Beaune White,4.5,586,600,0.0075
Jean-Claude Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2013,Jean-Claude Ramonet,Bienvenues-Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.5,476,290,0.015517241
Clos Rougeard Brézé Saumur Blanc 2013,Clos Rougeard,Brézé Saumur Blanc,2013,Loire,Chenin Blanc,4.4,867,201.64,0.021821067
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2015,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,2015,Burgundy,Côte de Beaune White,4.4,429,396.57,0.011095141
Sine Qua Non The Petition 2005,Sine Qua Non,The Petition,2005,Californian,White Blend,4.5,42,337.6,0.013329384
Domaine Jean-Louis Chave Hermitage Blanc 2009,Domaine Jean-Louis Chave,Hermitage Blanc,2009,Northern Rhône,White,4.4,640,221.81,0.019836797
Etienne Sauzet Chevalier-Montrachet Grand Cru 2010,Etienne Sauzet,Chevalier-Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.5,251,453.7,0.009918448
Louis Latour Chevalier-Montrachet Grand Cru Les Demoiselles 2010,Louis Latour,Chevalier-Montrachet Grand Cru Les Demoiselles,2010,Burgundy,Côte de Beaune White,4.3,328,223.33,0.019254019
Domaine des Héritiers Louis Jadot Chevalier Montrachet Grand Cru Les Demoiselles 2009,Domaine des Héritiers Louis Jadot,Chevalier Montrachet Grand Cru Les Demoiselles,2009,Burgundy,Côte de Beaune White,4.5,376,231.05,0.019476304
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2016,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,2016,Burgundy,Côte de Beaune White,4.4,1246,262.68,0.016750419
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2015,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.5,799,512.68,0.008777405
Terlan (Terlano) Terlaner Classico 1991,Terlan (Terlano),Terlaner Classico,1991,Northern Italy,White,3.8,6835,234,0.016239316
Leroy Chassagne-Montrachet 1er Cru 'Morgeot' 2009,Leroy,Chassagne-Montrachet 1er Cru 'Morgeot',2009,Burgundy,Côte de Beaune White,4.3,218,540,0.007962963
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2008,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2008,Burgundy,Côte de Beaune White,4.4,2367,202.8,0.021696252
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2008,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',2008,Burgundy,Chablis,4.4,2055,248.69,0.01769271
Gaja Gaia & Rey Langhe 2007,Gaja,Gaia & Rey Langhe,2007,Northern Italy,White,4.5,3804,315.64,0.014256748
Château Margaux Pavillon Blanc du Château Margaux 2012,Château Margaux,Pavillon Blanc du Château Margaux,2012,Bordeaux,White,4.3,2515,249.95,0.017203441
Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 2009,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc,2009,Burgundy,Côte de Beaune White,4.3,1908,126.5,0.033992095
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2009,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2009,Burgundy,Côte de Beaune White,4.4,2367,221.81,0.019836797
Domaine Leflaive Bâtard-Montrachet Grand Cru 2005,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2005,Burgundy,Côte de Beaune White,4.5,2064,435,0.010344828
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2011,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,2011,Burgundy,Côte de Beaune White,4.4,429,270,0.016296296
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2012,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',2012,Burgundy,Chablis,4.4,2055,201.64,0.021821067
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2012,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2012,Burgundy,Côte de Beaune White,4.4,2367,240,0.018333333
Château d'Yquem Y 2006,Château d'Yquem,Y,2006,Bordeaux,White,4.5,3056,235.33,0.019122084
Château Pape Clément Pessac-Léognan Blanc 2009,Château Pape Clément,Pessac-Léognan Blanc,2009,Bordeaux,White,4.2,1133,344.81,0.012180621
Domaine Leflaive Bâtard-Montrachet Grand Cru 2007,Domaine Leflaive,Bâtard-Montrachet Grand Cru,2007,Burgundy,Côte de Beaune White,4.5,2064,515.88,0.008722959
Trimbach Clos Sainte Hune Riesling Alsace 2002,Trimbach,Clos Sainte Hune Riesling Alsace,2002,Alsace,Riesling,4.4,2637,201.64,0.021821067
Arnaud Ente Meursault 2011,Arnaud Ente,Meursault,2011,Burgundy,Côte de Beaune White,4.4,590,478.905,0.009187626
Peter Michael Ma Belle-Fille Chardonnay 2013,Peter Michael,Ma Belle-Fille Chardonnay,2013,Californian,Chardonnay,4.4,818,166,0.026506024
Château Margaux Pavillon Blanc du Château Margaux 2015,Château Margaux,Pavillon Blanc du Château Margaux,2015,Bordeaux,White,4.3,2515,249.79,0.01721446
Arnaud Ente Meursault 'Clos des Ambres' 2010,Arnaud Ente,Meursault 'Clos des Ambres',2010,Burgundy,Côte de Beaune White,4.4,533,604.935,0.007273509
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2013,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,2013,Burgundy,Côte de Beaune White,4.4,1836,220,0.02
Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole 2012,Domaine Roulot,Meursault 1er Cru 'Clos des Bouchères' Monopole,2012,Burgundy,Côte de Beaune White,4.4,429,270,0.016296296
Egon Müller - Scharzhof Scharzhofberger Riesling Auslese 2014,Egon Müller - Scharzhof,Scharzhofberger Riesling Auslese,2014,German,Riesling,4.5,887,289.74,0.015531166
Trimbach Clos Sainte Hune Riesling Alsace 1999,Trimbach,Clos Sainte Hune Riesling Alsace,1999,Alsace,Riesling,4.4,2637,355,0.012394366
Etienne Sauzet Bâtard-Montrachet Grand Cru 2008,Etienne Sauzet,Bâtard-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.4,521,225,0.019555556
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2013,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.5,879,342.98,0.013120299
Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2013,Jean-Claude Ramonet,Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.5,799,423.45,0.010626993
Raveneau Chablis Grand Cru 'Valmur' 2009,Raveneau,Chablis Grand Cru 'Valmur',2009,Burgundy,Chablis,4.5,985,273.06,0.016479895
Bouchard Père & Fils Chevalier-Montrachet Grand Cru Blanc 2013,Bouchard Père & Fils,Chevalier-Montrachet Grand Cru Blanc,2013,Burgundy,Côte de Beaune White,4.4,978,317,0.013880126
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2007,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2007,Burgundy,Côte de Beaune White,4.5,879,348,0.012931034
Aubert Chardonnay Larry Hyde & Sons 2013,Aubert,Chardonnay Larry Hyde & Sons,2013,Napa Valley,Chardonnay,4.5,369,177.5,0.025352113
Louis Latour Bâtard-Montrachet Grand Cru 2011,Louis Latour,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.3,984,210,0.02047619
Château Margaux Pavillon Blanc du Château Margaux 2016,Château Margaux,Pavillon Blanc du Château Margaux,2016,Bordeaux,White,4.3,2515,251.85,0.017073655
Domaine Jacques Prieur Montrachet Grand Cru Blanc 2009,Domaine Jacques Prieur,Montrachet Grand Cru Blanc,2009,Burgundy,Côte de Beaune White,4.5,493,266.81,0.016865935
Peter Michael Ma Belle-Fille Chardonnay 2016,Peter Michael,Ma Belle-Fille Chardonnay,2016,Californian,Chardonnay,4.4,818,224,0.019642857
Clos Rougeard Brézé Saumur Blanc 2006,Clos Rougeard,Brézé Saumur Blanc,2006,Loire,Chenin Blanc,4.4,867,209.21,0.021031499
Louis Latour Bâtard-Montrachet Grand Cru 2006,Louis Latour,Bâtard-Montrachet Grand Cru,2006,Burgundy,Côte de Beaune White,4.3,984,211.67,0.020314641
Domaine Roulot Meursault Blanc 2015,Domaine Roulot,Meursault Blanc,2015,Burgundy,Côte de Beaune White,4.3,277,200.68,0.021427148
Arnaud Ente Meursault 'Clos des Ambres' 2007,Arnaud Ente,Meursault 'Clos des Ambres',2007,Burgundy,Côte de Beaune White,4.4,533,900,0.004888889
Domaine Henri Boillot Corton-Charlemagne Grand Cru 2008,Domaine Henri Boillot,Corton-Charlemagne Grand Cru,2008,Burgundy,Côte de Beaune White,4.3,692,242.95,0.017699115
Peter Michael La Carriere Chardonnay 2017,Peter Michael,La Carriere Chardonnay,2017,Californian,Chardonnay,4.5,886,196,0.022959184
Domaine Leflaive Bienvenues-Bâtard-Montrachet Grand Cru 2005,Domaine Leflaive,Bienvenues-Bâtard-Montrachet Grand Cru,2005,Burgundy,Côte de Beaune White,4.5,879,372,0.012096774
Vincent Dauvissat Les Clos Chablís Grand Cru 2014,Vincent Dauvissat,Les Clos Chablís Grand Cru,2014,Burgundy,Chablis,4.4,1048,221.81,0.019836797
Louis Latour Bâtard-Montrachet Grand Cru 2000,Louis Latour,Bâtard-Montrachet Grand Cru,2000,Burgundy,Côte de Beaune White,4.3,984,215,0.02
Domaine Roulot Tessons Clos de Mon Plaisir Meursault 2010,Domaine Roulot,Tessons Clos de Mon Plaisir Meursault,2010,Burgundy,Côte de Beaune White,4.3,503,277.26,0.015508909
Maison Pierre Overnoy Arbois Pupillin Blanc 2012,Maison Pierre Overnoy,Arbois Pupillin Blanc,2012,Jura,White,4.3,596,332.71,0.012924168
Sine Qua Non The Moment 2011,Sine Qua Non,The Moment,2011,Californian,White Blend,4.4,56,414,0.010628019
M. Chapoutier Ermitage Le Méal Blanc 2010,M. Chapoutier,Ermitage Le Méal Blanc,2010,Northern Rhône,White,4.5,414,175.475,0.025644679
Leroy Puligny-Montrachet Premier Cru Sous le Puits 2009,Leroy,Puligny-Montrachet Premier Cru Sous le Puits,2009,Burgundy,Côte de Beaune White,4.5,104,361.28,0.012455713
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2008,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),2008,,,4.3,974,221.81,0.019385961
Domaine Leflaive Puligny-Montrachet 1er Cru Les Combettes 2013,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Combettes,2013,Burgundy,Côte de Beaune White,4.3,588,250,0.0172
Domaine Coche-Dury Meursault Blanc 2003,Domaine Coche-Dury,Meursault Blanc,2003,Burgundy,Côte de Beaune White,4.5,2392,399.09,0.011275652
Leroy Chassagne-Montrachet Blanc 2009,Leroy,Chassagne-Montrachet Blanc,2009,Burgundy,Côte de Beaune White,4.1,85,410,0.01
Jean-Claude Ramonet Puligny-Montrachet Premier Cru 'Champs-Canet' 2013,Jean-Claude Ramonet,Puligny-Montrachet Premier Cru 'Champs-Canet',2013,Burgundy,Côte de Beaune White,4.3,304,228,0.018859649
Bouchard Père & Fils Montrachet Grand Cru Blanc 2006,Bouchard Père & Fils,Montrachet Grand Cru Blanc,2006,Burgundy,Côte de Beaune White,4.5,586,403.29,0.011158224
Sine Qua Non Kolibri 2008,Sine Qua Non,Kolibri,2008,Californian,White Blend,4.4,48,288.7,0.015240734
Jean-Claude Ramonet Bienvenues-Bâtard-Montrachet Grand Cru 2007,Jean-Claude Ramonet,Bienvenues-Bâtard-Montrachet Grand Cru,2007,Burgundy,Côte de Beaune White,4.5,476,504.11,0.008926623
Arnaud Ente Meursault 'Clos des Ambres' 2015,Arnaud Ente,Meursault 'Clos des Ambres',2015,Burgundy,Côte de Beaune White,4.4,533,688,0.006395349
Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2013,Faiveley,Bienvenues-Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.4,216,236,0.018644068
Louis Latour Bâtard-Montrachet Grand Cru 2015,Louis Latour,Bâtard-Montrachet Grand Cru,2015,Burgundy,Côte de Beaune White,4.3,984,226.84,0.018956092
Louis Latour Montrachet Grand Cru 2010,Louis Latour,Montrachet Grand Cru,2010,Burgundy,Côte de Beaune White,4.5,219,342.8,0.013127188
Trimbach Riesling Alsace Cuvée Frédéric Emile 1983,Trimbach,Riesling Alsace Cuvée Frédéric Emile,1983,Alsace,Riesling,4,6321,245.75,0.016276704
Raveneau Chablis Premier Cru 'Montée de Tonnerre' 2014,Raveneau,Chablis Premier Cru 'Montée de Tonnerre',2014,Burgundy,Chablis,4.4,2055,230.88,0.019057519
Trimbach Clos Sainte Hune Riesling Alsace 2009,Trimbach,Clos Sainte Hune Riesling Alsace,2009,Alsace,Riesling,4.4,2637,201.64,0.021821067
Bonneau du Martray Corton-Charlemagne Grand Cru 1998,Bonneau du Martray,Corton-Charlemagne Grand Cru,1998,Burgundy,Côte de Beaune White,4.4,6891,302.68,0.014536805
Château Margaux Pavillon Blanc du Château Margaux 2009,Château Margaux,Pavillon Blanc du Château Margaux,2009,Bordeaux,White,4.3,2515,222,0.019369369
Chateau Montelena Chardonnay 2008,Chateau Montelena,Chardonnay,2008,Napa Valley,Chardonnay,4.3,11615,117.5,0.036595745
Maison Pierre Overnoy Arbois Pupillin Blanc 2011,Maison Pierre Overnoy,Arbois Pupillin Blanc,2011,Jura,White,4.3,596,332.71,0.012924168
Château Margaux Pavillon Blanc du Château Margaux 2011,Château Margaux,Pavillon Blanc du Château Margaux,2011,Bordeaux,White,4.3,2515,249.79,0.01721446
Domaine des Comtes Lafon Meursault-Charmes Premier Cru 2007,Domaine des Comtes Lafon,Meursault-Charmes Premier Cru,2007,Burgundy,Côte de Beaune White,4.4,1836,228.53,0.01925349
Sine Qua Non Lightmotif 2014,Sine Qua Non,Lightmotif,2014,Californian,White Blend,4.3,124,256,0.016796875
Egon Müller - Scharzhof Scharzhofberger Riesling Spätlese 2014,Egon Müller - Scharzhof,Scharzhofberger Riesling Spätlese,2014,German,Riesling,4.4,861,215,0.020465116
Château d'Yquem Y 2010,Château d'Yquem,Y,2010,Bordeaux,White,4.5,3056,235.33,0.019122084
M. Chapoutier Ermitage de l'Orée N.V.,M. Chapoutier,Ermitage de l'Orée,N.V.,Northern Rhône,White,4.3,1167,217.98,0.01972658
Penfolds Yattarna Chardonnay (BIN 144) 2009,Penfolds,Yattarna Chardonnay (BIN 144),2009,Australian,Chardonnay,4.3,1359,131,0.032824427
Château d'Yquem Y 2008,Château d'Yquem,Y,2008,Bordeaux,White,4.5,3056,235.33,0.019122084
